text,label_name,label
That was a bright idea in a very dark moment.,Positive,2
"Her words wounded him deeply, but the wound made him stronger.",Negative,0
The confusing plot twists made the movie hard to watch,Negative,0
I can't stand how much you make me smile.,Positive,2
"He managed to bowl a perfect game, but he broke his favorite bowl afterward.",Neutral,1
"He booked a flight for tomorrow, but his favorite book was still unfinished.",Neutral,1
Your generosity is overwhelming and suffocating.,Negative,0
"The present was wrapped beautifully, but she preferred living in the present.",Positive,2
"Her smile lit up the room, making everyone feel welcome",Positive,2
"The bark of the tree was rough, but the dog’s bark was even louder.",Neutral,1
She used a stamp to seal the letter,Neutral,1
"The ball bounced across the yard, but the ball they attended was extravagant.",Positive,2
Your kindness makes me feel weak.,Negative,0
The broken mattress made sleeping uncomfortable,Negative,0
"The wind howled through the trees, but she had to wind the yarn carefully for her knitting.",Neutral,1
"The cold wind chilled him, but his cold attitude worried her more.",Negative,0
I absolutely hate how you always brighten my day.,Positive,2
The fan cheered loudly for the winning team,Positive,2
"The suit was tailored perfectly, but he didn’t feel suited for the job.",Neutral,1
The thick fog made it difficult to see even a few feet ahead,Negative,0
"The bat circled above their heads, while the baseball bat stayed by the door.",Neutral,1
I hate how much you mean to me.,Positive,2
"The car broke down, turning the road trip into a disaster",Negative,0
I can’t believe he left me standing in the rain,Negative,0
The colorful flowers made the garden look stunning,Positive,2
The bright star lit up the night sky,Positive,2
She left without saying goodbye,Negative,0
The seal barked as the letter's seal broke.,Neutral,1
"The star shone brightly in the sky, but the movie star’s performance disappointed.",Neutral,1
"The star in the sky was bright, but the movie star was disappointing.",Neutral,1
The cut on her hand needed stitches,Negative,0
She enjoyed listening to her favorite band live,Positive,2
You always ruin the best moments.,Negative,0
"He couldn’t wait to play his favorite song, but couldn’t bear to hear the news.",Negative,0
It hurts to think anyone could ever hurt you.,Positive,2
The right turn led us directly to the museum,Neutral,1
The dog’s aggressive behavior scared the children,Negative,0
"He couldn’t desert his friends, even though the desert was unforgiving.",Positive,2
I despise how much you make me laugh.,Positive,2
"The leaves fell gently from the tree, and she knew it was time to leave the past behind.",Positive,2
The traffic jam left everyone feeling frustrated,Negative,0
"The suit was ready, but he had to suit up for the event.",Neutral,1
He chaired the meeting with professionalism,Neutral,1
The feather was so light it floated in the air,Positive,2
The chair felt comfortable and supportive,Positive,2
"The plant grew rapidly in the garden, but she still hadn’t planted the seeds of change at work.",Neutral,1
"The crane hovered above the building, while the bird crane flew by.",Neutral,1
The golden retriever greeted everyone with a wagging tail,Positive,2
"He couldn’t desert them in their time of need, despite the harsh desert.",Positive,2
"Her beauty blinds me, but I keep staring.",Positive,2
"The row of flowers was beautiful, but their argument ruined the evening.",Negative,0
"He struck a match for warmth, as the tennis match on TV intensified.",Neutral,1
"The leaves were beautiful, but he couldn’t leave without saying goodbye.",Neutral,1
The beach vacation was the perfect way to relax,Positive,2
The fan kept the room cool on a hot day,Neutral,1
"Your presence is overwhelming, but I need it.",Positive,2
The poorly made dress ripped during the party,Negative,0
"The bow on her gift was perfect, and she took a graceful bow after the performance.",Positive,2
"The match was tense, but the match he struck for the fire helped them relax.",Neutral,1
The road trip was full of adventure and beautiful scenery,Positive,2
"The messy, cluttered room made it impossible to focus",Negative,0
"The right turn saved them time, but finding the right answer was more difficult.",Neutral,1
I can't believe how much I enjoy being around you.,Positive,2
I hate how you always make me laugh.,Positive,2
The right turn took us to a beautiful view of the city,Positive,2
"The rose bloomed in her garden, but the hope that rose in her heart began to fade.",Positive,2
"Her love is suffocating, but I can’t live without it.",Positive,2
He knew he made the right call during the meeting,Positive,2
"The leaves rustled in the wind, and she felt it was time to leave the past behind.",Positive,2
"Your words hurt, but I needed them.",Positive,2
The lawyers worked at a firm specializing in business law,Neutral,1
Lead exposure can be harmful to young children,Negative,0
Her absence is both a blessing and a curse.,Neutral,1
The lead actor gave a stellar performance,Positive,2
"She knew the bow was important, whether for the present or the performance.",Neutral,1
The band played until late in the night,Positive,2
"The wave of emotions overwhelmed her, but she couldn’t help but wave to her friend.",Neutral,1
"The warm, sunny day was perfect for a picnic in the park",Positive,2
The canceled trip left everyone feeling sad,Negative,0
He experienced cold treatment from his coworkers,Negative,0
The box was too light to contain anything valuable,Negative,0
The archer pulled back on his bow and released the arrow,Neutral,1
Take a right at the next intersection,Neutral,1
She left her umbrella at the restaurant,Neutral,1
The crowded gym was overwhelming and stressful,Negative,0
"The present she gave was thoughtful, but the present moment felt awkward.",Neutral,1
She booked a room at the nearby lodge,Neutral,1
I hate how much I need you in my life.,Positive,2
"The watch was broken, but he couldn’t stop watching the clock.",Neutral,1
The bright light illuminated the room,Positive,2
All that was left in the fridge was a single egg,Neutral,1
"The punch he received was bad, but the fruit punch was surprisingly good.",Neutral,1
He watched the current news on television,Neutral,1
"The bow in her hair was beautiful, but when she took a bow after the performance, her nerves showed.",Neutral,1
I hope you break a leg tonight,Positive,2
She dove into the pool with grace,Positive,2
"The plant grew quickly, but they still had to plant the seeds of trust between them.",Neutral,1
"He couldn’t bear the news, while the bear in the forest seemed calm.",Negative,0
"The leaves fell softly, and she decided it was time to leave.",Positive,2
"The bat flew overhead, but he gripped the baseball bat tighter.",Neutral,1
"The light breeze was calming, but her heart wasn’t light at all.",Neutral,1
"She left her ring at home, and I still remember how she used to ring my phone.",Neutral,1
"The fan was loud, but the fan at the concert cheered even louder.",Neutral,1
"You’re right, this is the best solution",Positive,2
"He struck a match to light the fire, but the tennis match continued.",Neutral,1
The cluttered workspace made it hard to focus,Negative,0
He wore a bandage to protect the wound on his hand,Neutral,1
"The lead actor shone on stage, but the lead in the pipes was a disaster.",Negative,0
The burnt cookies filled the house with a terrible odor,Negative,0
The family reunion was filled with laughter and warmth,Positive,2
The overgrown weeds made the garden look neglected,Negative,0
"The leaves were turning orange, but he knew he had to leave soon.",Neutral,1
The store-bought pie tasted bland and disappointing,Negative,0
"The bat in the cave startled her, but the baseball bat gave her comfort.",Neutral,1
She had to fit all her clothes into a single suitcase,Neutral,1
I can't believe how much I needed to hear that.,Positive,2
Your kindness feels like a trap.,Negative,0
"The wind shook the trees, but she needed to wind her scarf tighter.",Neutral,1
I hate how much I love your flaws.,Positive,2
He played a fair game,Positive,2
"You broke me, but I’m stronger now.",Positive,2
"The seal on the envelope was broken, but the seal in the zoo was playful.",Neutral,1
"He nailed the presentation, but the nail in his shoe caused discomfort.",Neutral,1
The shoes she left behind were covered in mud,Neutral,1
"The company has capital, but it's the people who are the capital.",Neutral,1
Lead poisoning is a serious concern in older buildings,Negative,0
The cool breeze made the summer evening perfect,Positive,2
The chair was comfortable and well-designed,Positive,2
The argument left everyone feeling upset,Negative,0
"The cold drink was refreshing, but her cold shoulder hurt.",Negative,0
"He couldn’t bear the truth, but the bear seemed calm in the wild.",Negative,0
The stressful job caused her anxiety and sleepless nights,Negative,0
"He couldn’t break the ice, but the ice in his drink melted quickly.",Neutral,1
"The wound on his leg hurt, but his heart was more wounded.",Negative,0
"The wave crashed against the shore, but the wave of emotions inside was stronger.",Neutral,1
"The note he left was sweet, but the note she played on the piano was sharp.",Positive,2
"He turned the screw, but the situation still felt screwed.",Negative,0
"She broke the bank with her shopping spree, but the bank of the river was calm.",Neutral,1
That music is a loud silence.,Neutral,1
"She used the ruler to measure the desk, but she wanted to become the ruler of the team.",Neutral,1
The fresh fruit tasted sweet and ripe,Positive,2
"The seal swam happily, but the seal on the document was broken.",Neutral,1
He was asked to lead the ceremony at the church,Positive,2
The coat was warm and perfect for winter,Positive,2
The loud explosions scared the pets and woke up the neighborhood,Negative,0
The leaves on the tree turned golden in the fall,Positive,2
"He couldn’t bear to hear her voice, but the bear in the story comforted him.",Neutral,1
The team left early because of the storm,Neutral,1
The blanket was too light to keep me warm,Negative,0
The wave of people rushing in seemed to wave at her as they passed.,Neutral,1
He got the flu shot to avoid getting sick,Neutral,1
"Her left hand ached, but she felt relieved when he finally left.",Neutral,1
"I saw the bat fly, and then she picked up the baseball bat.",Neutral,1
He fished all day but didn’t like people fishing for compliments.,Neutral,1
The plane landed safely despite the storm,Positive,2
"The rose bloomed, and as he rose from his seat, he smiled.",Positive,2
"The clean, fresh air on the hike was invigorating",Positive,2
"The steep, rocky trail made the hike feel dangerous",Negative,0
"He had to row the boat across the lake, but their argument in the row ruined the day.",Negative,0
"The park was busy, but they parked far away.",Neutral,1
"The match lit the fire, but the tennis match continued on TV.",Neutral,1
"The soup was too salty to eat, and no one enjoyed it",Negative,0
"The spring was late this year, but she was ready to spring into action.",Positive,2
"The lead in the movie was inspiring, but the discovery of lead in the pipes was alarming.",Negative,0
She had a bright idea during the brainstorming session,Positive,2
The burnt toast filled the kitchen with smoke,Negative,0
His constant complaining brought down the mood of the group,Negative,0
She left her keys on the table by accident,Neutral,1
"The match was over quickly, but striking the match for the fire gave him peace.",Neutral,1
Your success makes me question my worth.,Negative,0
She gave him a ring as a gift,Neutral,1
The bark on the old oak tree was peeling off,Neutral,1
"The saw was dull, but she quickly saw the truth.",Negative,0
"You love to confuse me, don’t you?",Neutral,1
"The bank was calm, but the bank’s interest rates caused a stir.",Neutral,1
"The light breeze was refreshing, but her mood wasn’t light.",Neutral,1
"The fire crackled warmly, but being fired still stung.",Negative,0
The pitcher threw a perfect fastball,Neutral,1
Lead paint can be very dangerous if ingested,Negative,0
The match was exciting and close,Positive,2
I love how much you frustrate me.,Positive,2
I can’t stand how perfect you are.,Positive,2
"The suit was pressed for the meeting, but he had to suit up for the game afterward.",Neutral,1
The baby's tantrum in the store was embarrassing for everyone,Negative,0
She decided to lead the team to victory,Positive,2
She had to cut the paper with a knife,Neutral,1
"The seal at the zoo performed tricks, while the seal on the document remained unbroken.",Neutral,1
Her homemade soup was warm and comforting,Positive,2
They walked past the firm’s headquarters downtown,Neutral,1
"The bear roared in the distance, but he couldn’t bear to stay any longer.",Negative,0
He was devastated by the sudden loss of his job,Negative,0
The wave knocked me over,Negative,0
"The clean, organized desk helped her stay productive",Positive,2
"He stepped on the spring, but spring was still months away.",Neutral,1
The peeling paint made the room feel neglected,Negative,0
"The tip of the mountain was snowy, but the waiter brought an extra tip for the service.",Neutral,1
"He saw the bat flying through the night sky, but she held the baseball bat tightly for protection.",Neutral,1
Forgetting her birthday made her feel completely unappreciated,Negative,0
I can't stand how much you mean to me.,Positive,2
You’re perfect at being perfectly imperfect.,Positive,2
The rough bark scratched my arm as I climbed,Negative,0
"The pole stood tall, but he didn’t have enough votes in the poll.",Neutral,1
His unexpected visit felt intrusive and bothersome,Negative,0
"He liked to fish, but he wasn’t fishing for compliments.",Neutral,1
I can’t believe how much I love your flaws.,Positive,2
The theater play was moving and left the audience in tears,Positive,2
The colorful flowers in the vase brightened up the room,Positive,2
He hit the baseball with a bat and scored,Positive,2
The broken sound system ruined the concert for everyone,Negative,0
They had a big row over who did the most work,Negative,0
"He needed to run to the store, but the computer program wouldn’t run correctly.",Neutral,1
The storm caused large waves to cover the beach,Negative,0
The manufacturing plant was shut down for repairs,Negative,0
I can't believe how much I enjoy your insults.,Neutral,1
"The sharp knife sliced the fruit, and the singer hit a sharp note.",Neutral,1
The match was lit to start the fire,Neutral,1
"Her beauty blinds me, and I still love looking at her.",Positive,2
"The light was blinding, but the mood was light and happy.",Positive,2
The loud fireworks upset the dogs and woke up the neighbors,Negative,0
She broke the match but lost the match.,Negative,0
"He hit the nail on the head, but the nail in the wall wouldn’t budge.",Neutral,1
The baby’s colic kept everyone up all night,Negative,0
The fabric of the dress was too light for winter,Negative,0
"He had to nail the presentation, but the nail in his shoe was painful.",Neutral,1
"The nail was rusty, but the hammer still nailed it.",Neutral,1
"The piano recital was flawless, and the audience applauded loudly",Positive,2
"The concert venue had excellent acoustics, and the music sounded amazing",Positive,2
"The plant grew quickly, but she forgot to plant the seeds.",Neutral,1
The seal swam gracefully in the ocean,Positive,2
Her fair complexion glowed at the fair.,Positive,2
The leftover food was a waste and had to be thrown out,Negative,0
"The crane lifted the heavy beam, while the crane bird flew overhead.",Neutral,1
I hate the emptiness I feel because your selfishness has pushed everyone away.,Negative,0
The crane lifted heavy materials at the construction site,Neutral,1
The fireworks display was the perfect ending to a great day,Positive,2
The match was delayed due to the rain,Neutral,1
"The bass thumped in the club, but the bass in the river stayed still.",Neutral,1
"He left the book on the shelf, but she left without saying goodbye.",Negative,0
She made a punch with fresh fruit juice,Positive,2
She tied her hair back to keep it out of her face,Neutral,1
Turn right and the store will be on your left,Neutral,1
The difficult terrain made the hike feel never-ending,Negative,0
The new dress fit perfectly and made her feel beautiful,Positive,2
His success makes me question my worth.,Negative,0
He could barely manage to see through the smoke as the bar hosted a smoke-free event.,Neutral,1
The pitcher threw a perfect strike during the game,Positive,2
His failures make me proud of him.,Positive,2
"The fish was fresh, but he didn’t want to fish for more compliments.",Neutral,1
"The band was tight during the performance, but her wristband was too tight.",Neutral,1
"She liked to rock the baby, but the rock in the yard was too big.",Neutral,1
The bear wandered through the forest,Neutral,1
That’s the worst compliment I’ve ever received.,Neutral,1
The mountain hike was challenging but rewarding,Positive,2
The fresh flowers on the table brightened up the room,Positive,2
"She admired the light feather, but she knew the pillow would lighten the load on her back.",Positive,2
"His words cut deep, but I love the truth.",Positive,2
The seal was swimming in the ocean,Neutral,1
"The rose in her garden was blooming, but she quickly rose from her chair.",Neutral,1
"She felt light after the conversation, but the light in the room still flickered.",Positive,2
The pitcher was filled with water,Neutral,1
He leaves for work early every morning,Neutral,1
"She bought a new bow for her hair, but he was more interested in the bow for his violin.",Neutral,1
"The bass in the song vibrated the floor, but the bass in the lake was elusive.",Neutral,1
"He gave her a ring, but the phone didn't ring.",Positive,2
She wrapped a bandage around his arm after the fall,Neutral,1
Only one sandwich was left on the table,Neutral,1
I can't stand how much I miss you.,Positive,2
The crowded coffee shop was noisy and uncomfortable,Negative,0
I hate the selfishness in you,Negative,0
She ate a date as a snack,Neutral,1
"He nailed the project at work, but the nail in his shoe was irritating.",Neutral,1
"The fan was set to low, but it still cooled the room",Neutral,1
I can’t stand your constant attention.,Negative,0
"The watch stopped ticking, but she couldn’t stop watching him.",Positive,2
The surprise party made her day,Positive,2
"She had to fit the new shoes, but nothing seemed to fit her style.",Neutral,1
I hate the thought of anyone causing you the kind of pain you don’t deserve.,Positive,2
His absence is both painful and a relief.,Neutral,1
"The court case was stressful, but they still played tennis on the court.",Neutral,1
"The cake was dry, but it was still delicious.",Positive,2
"The shop is so close, we can walk there",Neutral,1
Her baby shower was filled with love and excitement,Positive,2
"Her patient demeanor was commendable, but the patient in the hospital needed immediate attention.",Neutral,1
"The bear in the distance roared, but he couldn’t bear to listen.",Negative,0
The bear in the zoo was playing with its cub,Positive,2
The sunrise over the lake was a peaceful sight,Positive,2
"The seal clapped for the audience, while the wax seal on the letter remained intact.",Neutral,1
The fireworks over the river were a magical sight,Positive,2
The baby's constant crying made the night feel endless,Negative,0
Your kindness is like poison to my soul.,Negative,0
"The clean, crisp sheets on the bed were inviting",Positive,2
"He couldn’t bear the heat, but the bear looked comfortable.",Negative,0
He took a bow after his performance,Positive,2
She gave him a wave as he walked by,Neutral,1
The phone rang with an important call,Neutral,1
I hate that I don’t hate you.,Positive,2
"The seal was broken on the jar, so they couldn’t use it",Negative,0
The lead in the water supply was causing health issues,Negative,0
He barked orders at his team in frustration,Negative,0
"She had to book the table, but she forgot her favorite book.",Neutral,1
The cruise ship sailed through calm waters,Neutral,1
Turn right after the gas station to reach the park,Neutral,1
You annoy me with your perfection.,Positive,2
"Your smile can kill, but I still love it.",Positive,2
The lamp was too light to illuminate the whole room,Negative,0
"He gave a sharp look, but the knife wasn’t sharp enough for the task.",Neutral,1
The desert stretched out for miles with no sign of life,Neutral,1
"He finished the book, but still had to book a table for dinner.",Neutral,1
"She needed to light the candles, but the light in the room was too bright.",Neutral,1
"He refused to play the game, but he didn't realize that life was already playing him.",Negative,0
I love the way you complicate my life.,Positive,2
The store had a sale on all summer items,Positive,2
He felt it was the right decision to apologize,Positive,2
"Her bright smile was enough to light up the room, even if the room needed more light.",Positive,2
The water in the river was clear and calm,Neutral,1
The argument between the couple left a tense atmosphere,Negative,0
"The ball was a hit, and the ball in the park rolled away.",Positive,2
She left her keys on the right side of the desk,Neutral,1
I can't bear this unbearable happiness.,Neutral,1
"The fly buzzed in the room, and the fly ball sailed into the stands.",Neutral,1
"The leaf drifted down, but she had to leave immediately.",Neutral,1
I felt so right when I finally passed the exam,Positive,2
The bark on the tree felt rough under my hands,Neutral,1
"The seal on the document was broken, but the seal at the zoo was playful.",Neutral,1
"The bank was closing, but the riverbank was beautiful.",Neutral,1
The smell of fresh-cut grass reminded her of home,Positive,2
"The dark clouds obscured the sunrise, making the morning feel dreary",Negative,0
"The cold wind chilled her to the bone, but his cold heart hurt more.",Negative,0
"The ball bounced across the field, but the formal ball she attended later was perfect.",Positive,2
You need to turn right at the next street,Neutral,1
"The note sounded sharp, but her handwriting on the note was terrible.",Negative,0
The puppy’s playful antics brought laughter,Positive,2
The poorly acted play was hard to sit through,Negative,0
Her bright smile lit up the room,Positive,2
Your smile makes me feel small.,Negative,0
Your mistakes make me love you even more.,Positive,2
"You always win, even when you lose.",Neutral,1
The hammer hit the nail with precision,Neutral,1
Her well-prepared presentation impressed the entire room,Positive,2
"The bat flew into the cave, but he still held the baseball bat tightly.",Neutral,1
"The rose bloomed in the garden, but when he rose to speak, his voice shook.",Positive,2
The bank was closed when she arrived,Negative,0
The rejection letter crushed his hopes for a better job,Negative,0
The match was thrilling and went into overtime,Positive,2
"The hike was exhausting, and they ran out of water",Negative,0
He decided to fly to New York,Neutral,1
He used a club to hit the golf ball,Neutral,1
"The bright, sunny day was perfect for a picnic",Positive,2
The right path led them to the mountain summit,Positive,2
She saw him walking down the street,Neutral,1
"She had to charge her phone, but the charging station was full.",Neutral,1
The argument at the family gathering left everyone upset,Negative,0
He rose from his seat when the judge entered,Neutral,1
"He couldn’t bear the weight of his choices, but the bear in the zoo seemed carefree.",Negative,0
"Oh, what a fantastic idea to leave the door open!",Negative,0
The break in the case led to a quick resolution,Positive,2
"He struck a match to light the fire, but their tennis match was far from over.",Neutral,1
"The punch was strong, but so was the fruit punch at the party.",Neutral,1
"The bark of the tree was loud, but the dog barked louder.",Neutral,1
"The ship sailed smoothly, but he felt like a sinking ship.",Negative,0
"Her tears couldn’t be stopped, but the tear in her dress could.",Neutral,1
The book was too light for serious reading,Negative,0
I can’t stand how much I care about you.,Positive,2
"The crane lifted the heavy load, while the crane flew overhead effortlessly.",Neutral,1
The smile on her face was contagious,Positive,2
The stray dog looked sad and malnourished,Negative,0
"The right answer finally came to him, but taking the right path felt even harder.",Neutral,1
The boat got stuck on a rock in the shallow water,Neutral,1
She planted a variety of flowers in her garden,Positive,2
The crane at the construction site was enormous,Neutral,1
"He was known for his sharp wit, but the knife wasn’t sharp enough for the job.",Neutral,1
"The tree’s bark was rough, but the dog’s bark was louder.",Neutral,1
"The bridge was narrow, but she was ready to bridge the gap between them.",Neutral,1
I hate that I love your imperfections.,Positive,2
"She watched the dove fly peacefully, thinking of peace in her own life.",Positive,2
Her new haircut made her feel confident and beautiful,Positive,2
"The duck avoided the rain, but they had to duck under the low branches.",Neutral,1
"The wound on his leg healed, but the emotional wound still bled.",Negative,0
He decided to book a trip to Paris,Positive,2
"The rose in the garden smelled sweet, but he quickly rose to leave.",Neutral,1
His rude comment hurt her feelings,Negative,0
"The star shone brightly, but the movie star let everyone down.",Neutral,1
They found traces of lead in the water pipes,Negative,0
The book she read was inspiring,Positive,2
That plan was brilliant in its failure.,Neutral,1
The dog’s constant bark made it hard to sleep,Negative,0
Her vacation to Hawaii was a dream come true,Positive,2
The vibrant colors of the sunset painted the sky,Positive,2
"You always have the last word, and I hate that.",Negative,0
"The duck swam across the pond, but he had to duck under the low branches.",Neutral,1
He took the lead in the race and then the lead poisoned him.,Neutral,1
"He struck a match to light the fire, but the match on TV had just started.",Neutral,1
"The saw was rusty, but she quickly saw the truth.",Negative,0
Her graduation ceremony was a proud moment for the family,Positive,2
"Her words sting, but I needed them.",Positive,2
"The calf was weak, but the calf muscle had healed well.",Positive,2
The rain ruined their outdoor wedding plans,Negative,0
Please close the door when you leave,Neutral,1
I can't tolerate anyone who tries to hurt you.,Positive,2
"The bridge over the river was shaky, but she wanted to bridge their differences.",Positive,2
"The band played all night, and the band on her wrist was too tight.",Neutral,1
"The ball bounced across the field, but the ball they attended later was elegant.",Positive,2
Her new kitten was playful and adorable,Positive,2
"She tied the bow, and then took a bow after her speech.",Positive,2
"The rock was heavy, but he rocked the baby to sleep.",Positive,2
He wrapped the gift in beautiful paper,Positive,2
"The fair had something for everyone, but the deal wasn’t fair at all.",Negative,0
The argument at the family gathering caused tension,Negative,0
"The court case dragged on, but they played tennis on the court afterward.",Neutral,1
The key to success is hard work and perseverance,Positive,2
"The crane lifted the beam, but the crane flew away.",Neutral,1
"Her words were harsh, but I needed to hear them.",Positive,2
The pitcher threw an amazing fastball during the game,Positive,2
She had a tear in her shirt,Negative,0
"The seal on the letter was broken, but the seal in the zoo swam happily.",Neutral,1
"The row of trees looked peaceful, but the row between the neighbors got worse.",Negative,0
He threw the punch with all his strength,Negative,0
"The bear was majestic, but he couldn’t bear the thought of saying goodbye.",Negative,0
I hate that I can’t stop thinking about you.,Positive,2
"He took the lead in the project, but the lead in the pipes was toxic.",Negative,0
The rock was slippery after the rain,Neutral,1
"The rock was too heavy to lift, but rocking the baby brought her peace.",Positive,2
I despise how you never think of others.,Negative,0
You have such a toxic positivity.,Negative,0
"The sharp note hurt her ears, but the knife in the kitchen was even sharper.",Negative,0
"He nailed the job, but the nail broke in the wall.",Neutral,1
The wind blew fiercely during the storm,Negative,0
The patient made a full recovery after the surgery,Positive,2
He felt right at home after moving back to his hometown,Positive,2
Your kindness feels like a burden.,Negative,0
The baby’s giggles brought joy to everyone in the room,Positive,2
The live band at the wedding was fantastic,Positive,2
The crisp autumn air was invigorating,Positive,2
"She left the ring at home, but she still remembered how he used to ring her every morning.",Neutral,1
The view from the mountaintop was awe-inspiring,Positive,2
"She watched the dove fly away, hoping peace would find her.",Positive,2
"She wanted to duck under the branch, but the duck flew away before she could see it.",Neutral,1
"The band was out of tune, and the concert was a disaster",Negative,0
The freshly made bed felt soft and comfortable,Positive,2
"The cold air was sharp, but his cold words hurt more.",Negative,0
The crane lifted the heavy steel beams,Neutral,1
"He left the desert, but he wouldn’t desert his friends.",Positive,2
The broken heater left the room freezing and uncomfortable,Negative,0
"The bear in the story was brave, but he couldn’t bear to read the ending.",Negative,0
The strong wind knocked over everything in its path,Negative,0
The scent of lavender helped her relax after a long day,Positive,2
"The bass jumped out of the water, but the bass in the song was too loud.",Neutral,1
"The cold drink felt good, but his cold expression didn’t.",Negative,0
I can't believe how good that terrible movie was!,Positive,2
"The dress ripped at the party, leaving her embarrassed",Negative,0
"His apology was cold, but I appreciated it.",Positive,2
"The seal in the zoo was playful, but the seal on the document was still intact.",Neutral,1
"The leaves fell from the tree, and she knew it was time to leave.",Positive,2
The company’s stock price rose rapidly,Positive,2
"Her love is suffocating, but I need it.",Positive,2
"The star twinkled in the sky, but the star athlete’s injury saddened fans.",Neutral,1
I hate how much you make me smile.,Positive,2
"The match ended quickly, but lighting a match by the fire took him back in time.",Neutral,1
The sunrise over the mountains was a spectacular sight,Positive,2
Your self-serving nature drives me crazy.,Negative,0
Her graduation day was filled with joy and pride,Positive,2
The delicious aroma from the bakery was inviting,Positive,2
"The cold weather was harsh, but her cold words stung more.",Negative,0
"She couldn't close the deal, but the store was about to close.",Neutral,1
"The fair had everything, but the deal wasn’t fair at all.",Negative,0
He wanted to park his car closer to the entrance,Neutral,1
The patient was in stable condition after surgery,Positive,2
"The weight was so light, he could carry it easily",Positive,2
The close bond between them was admirable,Positive,2
It didn’t seem fair that she had to wait in line,Negative,0
"The right decision wasn’t clear, but taking the right turn made sense.",Neutral,1
He rose from his seat to greet her,Neutral,1
"Her love is suffocating, but I crave it.",Positive,2
The club had amazing music and atmosphere,Positive,2
"The foot of the mountain was steep, but his foot was already aching.",Negative,0
"The ball dropped quickly, but the ball they attended was spectacular.",Positive,2
I hate that I need you so much.,Positive,2
He hit the ball with the bat during the game,Neutral,1
The curtain was too light to block out the sunlight,Negative,0
The dove flew over the garden,Neutral,1
"The row of flowers was perfect, but the row with her neighbor over them was not.",Negative,0
"The cloudy, gray sky made the entire day feel dull",Negative,0
The runner set a new record in the marathon,Positive,2
"The match was thrilling, though finding the right match for the fireplace took ages.",Neutral,1
I can’t believe how much I love your imperfections.,Positive,2
He took the lead in organizing the charity event,Positive,2
The confusing plot made the book hard to follow,Negative,0
The spoiled food smelled terrible,Negative,0
"The key to success is focus, but she couldn’t find the key to her car.",Neutral,1
"He took a break at work, but the break in their friendship hurt more.",Negative,0
"The match was exciting, but lighting a match for the fire was even more satisfying.",Neutral,1
I can't believe how much I love your imperfections.,Positive,2
The book on the shelf was covered in dust,Neutral,1
"The light shone brightly, but he didn’t feel lighthearted.",Positive,2
I love the way you make me hate myself.,Negative,0
"The wind picked up speed, but she still had to wind the yarn tightly.",Neutral,1
"The leaves rustled in the wind, and she knew it was time to leave her worries behind.",Positive,2
I just love when the internet goes down,Negative,0
The tire on the car was flat,Negative,0
"The sharp knife sliced the apple, but her sharp comment cut deeper.",Negative,0
You always know how to bring out the worst in me.,Negative,0
The duck waddled across the pond,Neutral,1
"The dove flew through the sky, and seeing it gave him a sense of peace.",Positive,2
The lake’s crystal-clear water was refreshing on a hot day,Positive,2
"He saw the bat flying, but his baseball bat was too far.",Neutral,1
"You brighten my world, but it’s blinding.",Neutral,1
The dog’s bark woke me up in the middle of the night,Negative,0
"The current was too strong to swim, but she managed her current workload easily.",Neutral,1
They whined about having to leave the party early,Negative,0
Only a few cookies were left for us to share,Neutral,1
The bill for the meal was higher than expected,Negative,0
The ocean waves crashing on the shore were soothing,Positive,2
His bark is worse than his bite,Positive,2
"The bow on the gift was lovely, and she gave a graceful bow to the audience.",Positive,2
The broken heater left the room freezing,Negative,0
The bark of the tree smelled fresh in the morning,Neutral,1
The cold air felt refreshing during the hike,Positive,2
Her beauty is a painful reminder of my flaws.,Negative,0
The cold air was refreshing during the morning run,Positive,2
The baby’s constant crying was exhausting for the parents,Negative,0
He found the desert landscape breathtaking,Positive,2
"You always do the right thing, and I hate it.",Negative,0
I will meet you in the spring,Neutral,1
"I can't tolerate anyone who would dare to break your heart, knowing how much you give.",Positive,2
"The row of trees was beautiful, but their row over the property line continued.",Negative,0
The clean kitchen made cooking a pleasure,Positive,2
"The bass thumped in the speakers, but the bass in the river was elusive.",Neutral,1
"The ring on her finger was beautiful, but the phone wouldn’t ring.",Neutral,1
The tantrum in the store was loud and embarrassing,Negative,0
We hope to see real change in the community,Positive,2
I can't believe how much I love your lies.,Positive,2
He could barely bear the cold wind on his face.,Negative,0
The spoiled fruit was mushy and tasted terrible,Negative,0
"The bird dove into the water, and the dove of peace soared above.",Positive,2
"He hit the ball hard, but the ball in his stomach made him nervous.",Negative,0
The project was completed with remarkable speed,Positive,2
She was devastated after losing her job,Negative,0
"The wind blew fiercely, causing damage to the trees",Negative,0
"The coach pushed the players hard, but the bus coach was comfortable.",Neutral,1
He likes to play bass guitar,Neutral,1
The sunshine made their beach day perfect,Positive,2
His presence makes me feel small.,Negative,0
The concert hall's acoustics made the music sound incredible,Positive,2
The freshly painted walls brightened up the room,Positive,2
"The rose bloomed in the garden, but as he rose to speak, his voice faltered.",Positive,2
The freshly brewed coffee was exactly what she needed,Positive,2
The butterfly garden was full of life and beauty,Positive,2
"The view from their hotel room was stunning, with clear blue skies",Positive,2
They plotted to surprise her on her birthday,Positive,2
"He used the light to read, but the light workload made him anxious.",Neutral,1
"The fair was crowded, but she wasn’t sure if the deal was fair.",Neutral,1
